1,0,0.00,342.00,117.00,561.00,1.0,-1,-1,-1
2,0,0.00,339.00,118.00,564.00,1.0,-1,-1,-1
2,1,1691.00,391.00,147.00,337.00,1.0,-1,-1,-1
3,0,0.00,326.00,117.00,577.00,1.0,-1,-1,-1
3,1,1689.00,391.00,124.00,337.00,1.0,-1,-1,-1
4,0,0.00,270.00,121.00,633.00,1.0,-1,-1,-1
4,1,1688.00,390.00,123.00,338.00,1.0,-1,-1,-1
4,2,265.00,458.00,91.00,250.00,1.0,-1,-1,-1
5,0,0.00,246.00,130.00,657.00,1.0,-1,-1,-1
5,1,1688.00,390.00,121.00,337.00,1.0,-1,-1,-1
5,2,264.00,459.00,93.00,249.00,1.0,-1,-1,-1
6,0,0.00,242.00,136.00,661.00,1.0,-1,-1,-1
6,1,1688.00,390.00,120.00,343.00,1.0,-1,-1,-1
6,2,264.00,459.00,93.00,250.00,1.0,-1,-1,-1
7,0,0.00,236.00,147.00,667.00,1.0,-1,-1,-1
7,1,1689.00,390.00,117.00,344.00,1.0,-1,-1,-1
7,2,266.00,458.00,91.00,245.00,1.0,-1,-1,-1
8,0,0.00,232.00,152.00,672.00,1.0,-1,-1,-1
8,1,1690.00,391.00,114.00,343.00,1.0,-1,-1,-1
8,2,265.00,458.00,92.00,245.00,1.0,-1,-1,-1
9,0,0.00,230.00,158.00,674.00,1.0,-1,-1,-1
9,1,1690.00,392.00,113.00,318.00,1.0,-1,-1,-1
9,2,266.00,458.00,91.00,245.00,1.0,-1,-1,-1
10,0,0.00,232.00,165.00,672.00,1.0,-1,-1,-1
10,1,1687.00,392.00,115.00,350.00,1.0,-1,-1,-1
10,2,277.00,458.00,80.00,245.00,1.0,-1,-1,-1
11,0,0.00,232.00,171.00,672.00,1.0,-1,-1,-1
11,1,1685.00,391.00,117.00,351.00,1.0,-1,-1,-1
11,2,288.00,457.00,69.00,246.00,1.0,-1,-1,-1
11,3,1318.00,460.00,71.00,200.00,1.0,-1,-1,-1
12,0,0.00,233.00,176.00,670.00,1.0,-1,-1,-1
12,1,1682.00,390.00,120.00,352.00,1.0,-1,-1,-1
12,2,294.00,457.00,63.00,245.00,1.0,-1,-1,-1
12,3,1317.00,460.00,73.00,200.00,1.0,-1,-1,-1
13,0,0.00,235.00,183.00,692.00,1.0,-1,-1,-1
13,1,1680.00,387.00,122.00,355.00,1.0,-1,-1,-1
13,2,293.00,457.00,65.00,246.00,1.0,-1,-1,-1
13,3,1320.00,460.00,73.00,201.00,1.0,-1,-1,-1
14,0,0.00,235.00,187.00,690.00,1.0,-1,-1,-1
14,1,1681.00,386.00,119.00,356.00,1.0,-1,-1,-1
14,2,294.00,456.00,68.00,247.00,1.0,-1,-1,-1
14,3,1321.00,460.00,72.00,201.00,1.0,-1,-1,-1
14,4,1866.00,383.00,54.00,256.00,1.0,-1,-1,-1
15,0,0.00,237.00,194.00,683.00,1.0,-1,-1,-1
15,1,1679.00,385.00,118.00,357.00,1.0,-1,-1,-1
15,2,295.00,457.00,79.00,246.00,1.0,-1,-1,-1
15,3,1323.00,461.00,72.00,201.00,1.0,-1,-1,-1
15,4,1864.00,381.00,56.00,277.00,1.0,-1,-1,-1
16,0,0.00,238.00,198.00,678.00,1.0,-1,-1,-1
16,1,1674.00,383.00,120.00,359.00,1.0,-1,-1,-1
16,2,308.00,457.00,74.00,245.00,1.0,-1,-1,-1
16,3,1324.00,461.00,74.00,201.00,1.0,-1,-1,-1
16,4,1863.00,378.00,57.00,286.00,1.0,-1,-1,-1
17,0,0.00,238.00,203.00,675.00,1.0,-1,-1,-1
17,1,1671.00,381.00,122.00,360.00,1.0,-1,-1,-1
17,2,310.00,457.00,78.00,244.00,1.0,-1,-1,-1
17,3,1326.00,461.00,74.00,201.00,1.0,-1,-1,-1
17,4,1862.00,373.00,58.00,296.00,1.0,-1,-1,-1
18,0,0.00,239.00,212.00,668.00,1.0,-1,-1,-1
18,1,1659.00,379.00,132.00,363.00,1.0,-1,-1,-1
18,2,313.00,456.00,84.00,246.00,1.0,-1,-1,-1
18,3,1328.00,462.00,76.00,199.00,1.0,-1,-1,-1
18,4,1861.00,327.00,59.00,399.00,1.0,-1,-1,-1
19,0,0.00,240.00,219.00,664.00,1.0,-1,-1,-1
19,1,1654.00,378.00,135.00,367.00,1.0,-1,-1,-1
19,2,311.00,455.00,90.00,247.00,1.0,-1,-1,-1
19,3,1330.00,463.00,78.00,198.00,1.0,-1,-1,-1
19,4,1860.00,324.00,60.00,411.00,1.0,-1,-1,-1
20,0,0.00,241.00,231.00,661.00,1.0,-1,-1,-1
20,1,1650.00,378.00,138.00,371.00,1.0,-1,-1,-1
20,2,312.00,455.00,91.00,247.00,1.0,-1,-1,-1
20,3,1331.00,463.00,79.00,199.00,1.0,-1,-1,-1
20,4,1861.00,322.00,59.00,419.00,1.0,-1,-1,-1
21,0,0.00,242.00,240.00,660.00,1.0,-1,-1,-1
21,1,1647.00,379.00,139.00,371.00,1.0,-1,-1,-1
21,2,313.00,456.00,92.00,246.00,1.0,-1,-1,-1
21,3,1333.00,463.00,78.00,199.00,1.0,-1,-1,-1
21,4,1860.00,322.00,60.00,425.00,1.0,-1,-1,-1
22,0,0.00,243.00,250.00,659.00,1.0,-1,-1,-1
22,1,1643.00,380.00,141.00,370.00,1.0,-1,-1,-1
22,2,313.00,455.00,90.00,247.00,1.0,-1,-1,-1
22,3,1333.00,462.00,79.00,199.00,1.0,-1,-1,-1
22,4,1859.00,321.00,61.00,431.00,1.0,-1,-1,-1
23,0,0.00,243.00,269.00,657.00,1.0,-1,-1,-1
23,1,1642.00,381.00,140.00,373.00,1.0,-1,-1,-1
23,2,312.00,457.00,91.00,245.00,1.0,-1,-1,-1
23,3,1334.00,462.00,80.00,200.00,1.0,-1,-1,-1
23,4,1856.00,322.00,64.00,434.00,1.0,-1,-1,-1
24,0,0.00,242.00,286.00,658.00,1.0,-1,-1,-1
24,1,1637.00,383.00,142.00,372.00,1.0,-1,-1,-1
24,2,312.00,459.00,91.00,243.00,1.0,-1,-1,-1
24,3,1334.00,462.00,79.00,200.00,1.0,-1,-1,-1
24,4,1852.00,322.00,68.00,436.00,1.0,-1,-1,-1
25,0,0.00,241.00,320.00,659.00,1.0,-1,-1,-1
25,1,1637.00,383.00,138.00,376.00,1.0,-1,-1,-1
25,2,313.00,458.00,90.00,244.00,1.0,-1,-1,-1
25,3,1335.00,462.00,79.00,201.00,1.0,-1,-1,-1
25,4,1840.00,324.00,80.00,434.00,1.0,-1,-1,-1
26,0,0.00,239.00,336.00,661.00,1.0,-1,-1,-1
26,1,1634.00,382.00,139.00,378.00,1.0,-1,-1,-1
26,2,312.00,456.00,93.00,246.00,1.0,-1,-1,-1
26,3,1335.00,463.00,79.00,200.00,1.0,-1,-1,-1
26,4,1838.00,325.00,82.00,436.00,1.0,-1,-1,-1
27,0,0.00,239.00,336.00,661.00,1.0,-1,-1,-1
27,1,1631.00,381.00,139.00,380.00,1.0,-1,-1,-1
27,2,313.00,456.00,92.00,246.00,1.0,-1,-1,-1
27,3,1335.00,463.00,79.00,200.00,1.0,-1,-1,-1
27,4,1841.00,325.00,79.00,437.00,1.0,-1,-1,-1
28,0,0.00,237.00,360.00,662.00,1.0,-1,-1,-1
28,1,1631.00,378.00,135.00,383.00,1.0,-1,-1,-1
28,2,312.00,456.00,97.00,246.00,1.0,-1,-1,-1
28,3,1335.00,463.00,79.00,200.00,1.0,-1,-1,-1
28,4,1836.00,322.00,84.00,442.00,1.0,-1,-1,-1
29,0,0.00,236.00,379.00,663.00,1.0,-1,-1,-1
29,1,1630.00,376.00,133.00,385.00,1.0,-1,-1,-1
29,2,311.00,457.00,100.00,245.00,1.0,-1,-1,-1
29,3,1335.00,463.00,79.00,200.00,1.0,-1,-1,-1
29,4,1831.00,321.00,89.00,445.00,1.0,-1,-1,-1
30,0,0.00,233.00,390.00,667.00,1.0,-1,-1,-1
30,1,1629.00,376.00,128.00,385.00,1.0,-1,-1,-1
30,2,318.00,456.00,92.00,246.00,1.0,-1,-1,-1
30,3,1335.00,463.00,79.00,199.00,1.0,-1,-1,-1
30,4,1826.00,318.00,94.00,449.00,1.0,-1,-1,-1
31,0,0.00,234.00,393.00,666.00,1.0,-1,-1,-1
31,1,1629.00,376.00,125.00,385.00,1.0,-1,-1,-1
31,2,329.00,461.00,87.00,240.00,1.0,-1,-1,-1
31,3,1335.00,463.00,80.00,198.00,1.0,-1,-1,-1
31,4,1823.00,316.00,97.00,452.00,1.0,-1,-1,-1
32,0,0.00,234.00,410.00,666.00,1.0,-1,-1,-1
32,1,1628.00,375.00,124.00,386.00,1.0,-1,-1,-1
32,2,336.00,453.00,81.00,248.00,1.0,-1,-1,-1
32,3,1335.00,463.00,79.00,199.00,1.0,-1,-1,-1
32,4,1818.00,314.00,102.00,454.00,1.0,-1,-1,-1
33,0,0.00,237.00,420.00,663.00,1.0,-1,-1,-1
33,1,1627.00,374.00,124.00,387.00,1.0,-1,-1,-1
33,2,339.00,452.00,79.00,249.00,1.0,-1,-1,-1
