1,0,633.00,136.00,146.00,466.00,1.0,-1,-1,-1
1,1,744.00,260.00,150.00,322.00,1.0,-1,-1,-1
1,2,407.00,256.00,100.00,290.00,1.0,-1,-1,-1
2,0,634.00,134.00,145.00,468.00,1.0,-1,-1,-1
2,1,737.00,264.00,156.00,321.00,1.0,-1,-1,-1
2,2,400.00,263.00,107.00,299.00,1.0,-1,-1,-1
3,0,633.00,133.00,148.00,467.00,1.0,-1,-1,-1
3,1,732.00,271.00,167.00,317.00,1.0,-1,-1,-1
3,2,397.00,272.00,109.00,288.00,1.0,-1,-1,-1
4,0,633.00,131.00,149.00,468.00,1.0,-1,-1,-1
4,1,732.00,279.00,176.00,308.00,1.0,-1,-1,-1
4,2,406.00,280.00,101.00,282.00,1.0,-1,-1,-1
5,0,632.00,130.00,148.00,468.00,1.0,-1,-1,-1
5,1,731.00,287.00,175.00,300.00,1.0,-1,-1,-1
5,2,409.00,286.00,99.00,276.00,1.0,-1,-1,-1
6,0,631.00,129.00,147.00,468.00,1.0,-1,-1,-1
6,1,743.00,293.00,159.00,293.00,1.0,-1,-1,-1
6,2,418.00,291.00,90.00,270.00,1.0,-1,-1,-1
6,3,289.00,483.00,210.00,160.00,1.0,-1,-1,-1
7,0,630.00,129.00,147.00,468.00,1.0,-1,-1,-1
7,1,753.00,298.00,143.00,287.00,1.0,-1,-1,-1
7,2,432.00,293.00,78.00,268.00,1.0,-1,-1,-1
7,3,294.00,479.00,203.00,161.00,1.0,-1,-1,-1
8,0,628.00,129.00,147.00,466.00,1.0,-1,-1,-1
8,1,754.00,300.00,130.00,284.00,1.0,-1,-1,-1
8,2,444.00,293.00,66.00,264.00,1.0,-1,-1,-1
8,3,301.00,477.00,195.00,163.00,1.0,-1,-1,-1
9,0,627.00,129.00,146.00,466.00,1.0,-1,-1,-1
9,1,756.00,299.00,115.00,285.00,1.0,-1,-1,-1
9,2,447.00,291.00,62.00,263.00,1.0,-1,-1,-1
9,3,304.00,478.00,195.00,162.00,1.0,-1,-1,-1
10,0,625.00,129.00,144.00,465.00,1.0,-1,-1,-1
10,1,757.00,297.00,104.00,286.00,1.0,-1,-1,-1
10,2,449.00,287.00,59.00,265.00,1.0,-1,-1,-1
10,3,306.00,480.00,195.00,159.00,1.0,-1,-1,-1
11,0,621.00,129.00,144.00,464.00,1.0,-1,-1,-1
11,1,757.00,295.00,101.00,287.00,1.0,-1,-1,-1
11,2,446.00,283.00,61.00,270.00,1.0,-1,-1,-1
11,3,306.00,482.00,198.00,157.00,1.0,-1,-1,-1
12,0,621.00,128.00,141.00,464.00,1.0,-1,-1,-1
12,1,747.00,294.00,111.00,288.00,1.0,-1,-1,-1
12,2,429.00,280.00,78.00,281.00,1.0,-1,-1,-1
12,3,306.00,484.00,202.00,154.00,1.0,-1,-1,-1
13,0,614.00,128.00,148.00,463.00,1.0,-1,-1,-1
13,1,741.00,292.00,118.00,289.00,1.0,-1,-1,-1
13,2,405.00,277.00,105.00,314.00,1.0,-1,-1,-1
13,3,307.00,485.00,203.00,153.00,1.0,-1,-1,-1
14,0,612.00,126.00,146.00,461.00,1.0,-1,-1,-1
14,1,737.00,290.00,120.00,290.00,1.0,-1,-1,-1
14,2,384.00,275.00,129.00,320.00,1.0,-1,-1,-1
14,3,310.00,486.00,201.00,151.00,1.0,-1,-1,-1
15,0,609.00,124.00,147.00,460.00,1.0,-1,-1,-1
15,1,737.00,287.00,113.00,288.00,1.0,-1,-1,-1
15,2,378.00,273.00,140.00,317.00,1.0,-1,-1,-1
15,3,311.00,485.00,194.00,151.00,1.0,-1,-1,-1
16,0,607.00,123.00,146.00,459.00,1.0,-1,-1,-1
16,1,740.00,284.00,103.00,288.00,1.0,-1,-1,-1
16,2,375.00,270.00,148.00,310.00,1.0,-1,-1,-1
16,3,312.00,485.00,184.00,151.00,1.0,-1,-1,-1
17,0,607.00,122.00,140.00,459.00,1.0,-1,-1,-1
17,1,739.00,282.00,100.00,290.00,1.0,-1,-1,-1
17,2,382.00,267.00,137.00,312.00,1.0,-1,-1,-1
17,3,314.00,483.00,181.00,152.00,1.0,-1,-1,-1
18,0,603.00,120.00,143.00,461.00,1.0,-1,-1,-1
18,1,737.00,279.00,97.00,293.00,1.0,-1,-1,-1
18,2,386.00,265.00,163.00,314.00,1.0,-1,-1,-1
18,3,314.00,484.00,176.00,150.00,1.0,-1,-1,-1
19,0,600.00,118.00,141.00,462.00,1.0,-1,-1,-1
19,1,736.00,276.00,95.00,293.00,1.0,-1,-1,-1
19,2,386.00,263.00,162.00,316.00,1.0,-1,-1,-1
19,3,319.00,482.00,166.00,151.00,1.0,-1,-1,-1
20,0,600.00,117.00,138.00,462.00,1.0,-1,-1,-1
20,1,732.00,274.00,96.00,292.00,1.0,-1,-1,-1
20,2,424.00,262.00,98.00,316.00,1.0,-1,-1,-1
20,3,319.00,480.00,189.00,152.00,1.0,-1,-1,-1
21,0,597.00,117.00,137.00,461.00,1.0,-1,-1,-1
21,1,730.00,272.00,94.00,293.00,1.0,-1,-1,-1
21,2,425.00,261.00,104.00,316.00,1.0,-1,-1,-1
21,3,320.00,480.00,193.00,150.00,1.0,-1,-1,-1
22,0,595.00,116.00,132.00,460.00,1.0,-1,-1,-1
22,1,728.00,271.00,90.00,292.00,1.0,-1,-1,-1
22,2,427.00,260.00,102.00,316.00,1.0,-1,-1,-1
22,3,322.00,479.00,191.00,148.00,1.0,-1,-1,-1
23,0,593.00,115.00,129.00,459.00,1.0,-1,-1,-1
23,1,726.00,270.00,88.00,292.00,1.0,-1,-1,-1
23,2,431.00,258.00,95.00,316.00,1.0,-1,-1,-1
23,3,323.00,477.00,193.00,148.00,1.0,-1,-1,-1
24,0,592.00,115.00,123.00,459.00,1.0,-1,-1,-1
24,1,723.00,268.00,84.00,293.00,1.0,-1,-1,-1
24,2,434.00,258.00,93.00,315.00,1.0,-1,-1,-1
24,3,323.00,475.00,190.00,149.00,1.0,-1,-1,-1
